Schuljahr,Stufe,Schulgemeinde,Geschlecht,Nationalitaet,Anzahl
2010/2011,Sekundarstufe I,Wängi VSG,männlich,Schweiz,72
2010/2011,Sekundarstufe I,Wängi VSG,weiblich,Ausland,10
2010/2011,Sekundarstufe I,Wängi VSG,weiblich,Schweiz,62
2010/2011,Sekundarstufe I,Weinfelden SSG,männlich,Ausland,42
2010/2011,Sekundarstufe I,Weinfelden SSG,männlich,Schweiz,225
2010/2011,Sekundarstufe I,Weinfelden SSG,weiblich,Ausland,35
2010/2011,Sekundarstufe I,Weinfelden SSG,weiblich,Schweiz,203
2010/2011,Sekundarstufe I,Wigoltingen VSG,männlich,Ausland,3
2010/2011,Sekundarstufe I,Wigoltingen VSG,männlich,Schweiz,61
2010/2011,Sekundarstufe I,Wigoltingen VSG,weiblich,Ausland,4
2010/2011,Sekundarstufe I,Wigoltingen VSG,weiblich,Schweiz,44
2011/2012,Kindergartenstufe,Aadorf VSG,männlich,Ausland,12
2011/2012,Kindergartenstufe,Aadorf VSG,männlich,Schweiz,57
2011/2012,Kindergartenstufe,Aadorf VSG,weiblich,Ausland,12
2011/2012,Kindergartenstufe,Aadorf VSG,weiblich,Schweiz,64
2011/2012,Kindergartenstufe,Altnau PSG,männlich,Ausland,7
2011/2012,Kindergartenstufe,Altnau PSG,männlich,Schweiz,17
2011/2012,Kindergartenstufe,Altnau PSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Altnau PSG,weiblich,Schweiz,21
2011/2012,Kindergartenstufe,Amlikon Holzhäusern PSG,männlich,Ausland,1
2011/2012,Kindergartenstufe,Amlikon Holzhäusern PSG,männlich,Schweiz,14
2011/2012,Kindergartenstufe,Amlikon Holzhäusern PSG,weiblich,Ausland,1
2011/2012,Kindergartenstufe,Amlikon Holzhäusern PSG,weiblich,Schweiz,13
2011/2012,Kindergartenstufe,Amriswil VSG,männlich,Ausland,43
2011/2012,Kindergartenstufe,Amriswil VSG,männlich,Schweiz,98
2011/2012,Kindergartenstufe,Amriswil VSG,weiblich,Ausland,40
2011/2012,Kindergartenstufe,Amriswil VSG,weiblich,Schweiz,103
2011/2012,Kindergartenstufe,Arbon PSG,männlich,Ausland,36
2011/2012,Kindergartenstufe,Arbon PSG,männlich,Schweiz,70
2011/2012,Kindergartenstufe,Arbon PSG,weiblich,Ausland,34
2011/2012,Kindergartenstufe,Arbon PSG,weiblich,Schweiz,48
2011/2012,Kindergartenstufe,Berg-Birwinken VSG,männlich,Ausland,4
2011/2012,Kindergartenstufe,Berg-Birwinken VSG,männlich,Schweiz,32
2011/2012,Kindergartenstufe,Berg-Birwinken VSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Berg-Birwinken VSG,weiblich,Schweiz,38
2011/2012,Kindergartenstufe,Berlingen PG,männlich,Ausland,2
2011/2012,Kindergartenstufe,Berlingen PG,männlich,Schweiz,5
2011/2012,Kindergartenstufe,Berlingen PG,weiblich,Schweiz,5
2011/2012,Kindergartenstufe,Bettwiesen PSG,männlich,Ausland,1
2011/2012,Kindergartenstufe,Bettwiesen PSG,männlich,Schweiz,6
2011/2012,Kindergartenstufe,Bettwiesen PSG,weiblich,Ausland,4
2011/2012,Kindergartenstufe,Bettwiesen PSG,weiblich,Schweiz,7
2011/2012,Kindergartenstufe,Bichelsee-Balterswil VSG,männlich,Ausland,2
2011/2012,Kindergartenstufe,Bichelsee-Balterswil VSG,männlich,Schweiz,30
2011/2012,Kindergartenstufe,Bichelsee-Balterswil VSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Bichelsee-Balterswil VSG,weiblich,Schweiz,18
2011/2012,Kindergartenstufe,Bischofszell VSG,männlich,Ausland,17
2011/2012,Kindergartenstufe,Bischofszell VSG,männlich,Schweiz,85
2011/2012,Kindergartenstufe,Bischofszell VSG,weiblich,Ausland,17
2011/2012,Kindergartenstufe,Bischofszell VSG,weiblich,Schweiz,66
2011/2012,Kindergartenstufe,Bottighofen PSG,männlich,Ausland,8
2011/2012,Kindergartenstufe,Bottighofen PSG,männlich,Schweiz,9
2011/2012,Kindergartenstufe,Bottighofen PSG,weiblich,Ausland,4
2011/2012,Kindergartenstufe,Bottighofen PSG,weiblich,Schweiz,17
2011/2012,Kindergartenstufe,Braunau PSG,männlich,Schweiz,8
2011/2012,Kindergartenstufe,Braunau PSG,weiblich,Schweiz,4
2011/2012,Kindergartenstufe,Bürglen VSG,männlich,Ausland,13
2011/2012,Kindergartenstufe,Bürglen VSG,männlich,Schweiz,13
2011/2012,Kindergartenstufe,Bürglen VSG,weiblich,Ausland,13
2011/2012,Kindergartenstufe,Bürglen VSG,weiblich,Schweiz,13
2011/2012,Kindergartenstufe,Bussnang-Rothenhausen PSG,männlich,Ausland,2
2011/2012,Kindergartenstufe,Bussnang-Rothenhausen PSG,männlich,Schweiz,9
2011/2012,Kindergartenstufe,Bussnang-Rothenhausen PSG,weiblich,Ausland,5
2011/2012,Kindergartenstufe,Bussnang-Rothenhausen PSG,weiblich,Schweiz,6
2011/2012,Kindergartenstufe,Diessenhofen VSG,männlich,Ausland,21
2011/2012,Kindergartenstufe,Diessenhofen VSG,männlich,Schweiz,47
2011/2012,Kindergartenstufe,Diessenhofen VSG,weiblich,Ausland,26
2011/2012,Kindergartenstufe,Diessenhofen VSG,weiblich,Schweiz,45
2011/2012,Kindergartenstufe,Dozwil PSG,männlich,Schweiz,3
2011/2012,Kindergartenstufe,Egnach VSG,männlich,Ausland,8
2011/2012,Kindergartenstufe,Egnach VSG,männlich,Schweiz,53
2011/2012,Kindergartenstufe,Egnach VSG,weiblich,Ausland,5
2011/2012,Kindergartenstufe,Egnach VSG,weiblich,Schweiz,42
2011/2012,Kindergartenstufe,Erlen VSG,männlich,Ausland,8
2011/2012,Kindergartenstufe,Erlen VSG,männlich,Schweiz,32
2011/2012,Kindergartenstufe,Erlen VSG,weiblich,Ausland,6
2011/2012,Kindergartenstufe,Erlen VSG,weiblich,Schweiz,30
2011/2012,Kindergartenstufe,Ermatingen PSG,männlich,Ausland,7
2011/2012,Kindergartenstufe,Ermatingen PSG,männlich,Schweiz,24
2011/2012,Kindergartenstufe,Ermatingen PSG,weiblich,Ausland,10
2011/2012,Kindergartenstufe,Ermatingen PSG,weiblich,Schweiz,25
2011/2012,Kindergartenstufe,Eschenz PSG,männlich,Ausland,2
2011/2012,Kindergartenstufe,Eschenz PSG,männlich,Schweiz,15
2011/2012,Kindergartenstufe,Eschenz PSG,weiblich,Schweiz,15
2011/2012,Kindergartenstufe,Eschlikon VSG,männlich,Ausland,6
2011/2012,Kindergartenstufe,Eschlikon VSG,männlich,Schweiz,42
2011/2012,Kindergartenstufe,Eschlikon VSG,weiblich,Ausland,5
2011/2012,Kindergartenstufe,Eschlikon VSG,weiblich,Schweiz,29
2011/2012,Kindergartenstufe,Felben-Wellhausen PSG,männlich,Ausland,3
2011/2012,Kindergartenstufe,Felben-Wellhausen PSG,männlich,Schweiz,25
2011/2012,Kindergartenstufe,Felben-Wellhausen PSG,weiblich,Ausland,6
2011/2012,Kindergartenstufe,Felben-Wellhausen PSG,weiblich,Schweiz,16
2011/2012,Kindergartenstufe,Fischingen VSG,männlich,Ausland,1
2011/2012,Kindergartenstufe,Fischingen VSG,männlich,Schweiz,32
2011/2012,Kindergartenstufe,Fischingen VSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Fischingen VSG,weiblich,Schweiz,17
2011/2012,Kindergartenstufe,Frasnacht PSG,männlich,Ausland,1
2011/2012,Kindergartenstufe,Frasnacht PSG,männlich,Schweiz,5
2011/2012,Kindergartenstufe,Frasnacht PSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Frasnacht PSG,weiblich,Schweiz,11
2011/2012,Kindergartenstufe,Frauenfeld PSG,männlich,Ausland,59
2011/2012,Kindergartenstufe,Frauenfeld PSG,männlich,Schweiz,183
2011/2012,Kindergartenstufe,Frauenfeld PSG,weiblich,Ausland,67
2011/2012,Kindergartenstufe,Frauenfeld PSG,weiblich,Schweiz,161
2011/2012,Kindergartenstufe,Freidorf-Watt PSG,männlich,Ausland,2
2011/2012,Kindergartenstufe,Freidorf-Watt PSG,männlich,Schweiz,19
2011/2012,Kindergartenstufe,Freidorf-Watt PSG,weiblich,Schweiz,13
2011/2012,Kindergartenstufe,Gachnang PSG,männlich,Ausland,5
2011/2012,Kindergartenstufe,Gachnang PSG,männlich,Schweiz,33
2011/2012,Kindergartenstufe,Gachnang PSG,weiblich,Ausland,6
2011/2012,Kindergartenstufe,Gachnang PSG,weiblich,Schweiz,31
2011/2012,Kindergartenstufe,Götighofen PSG,männlich,Ausland,1
2011/2012,Kindergartenstufe,Götighofen PSG,männlich,Schweiz,8
2011/2012,Kindergartenstufe,Götighofen PSG,weiblich,Schweiz,5
2011/2012,Kindergartenstufe,Güttingen PSG,männlich,Ausland,3
2011/2012,Kindergartenstufe,Güttingen PSG,männlich,Schweiz,13
2011/2012,Kindergartenstufe,Güttingen PSG,weiblich,Ausland,3
2011/2012,Kindergartenstufe,Güttingen PSG,weiblich,Schweiz,12
2011/2012,Kindergartenstufe,Herdern-Dettighofen PSG,männlich,Schweiz,14
2011/2012,Kindergartenstufe,Herdern-Dettighofen PSG,weiblich,Ausland,1
2011/2012,Kindergartenstufe,Herdern-Dettighofen PSG,weiblich,Schweiz,12
2011/2012,Kindergartenstufe,Homburg-Hörstetten PSG,männlich,Ausland,1
2011/2012,Kindergartenstufe,Homburg-Hörstetten PSG,männlich,Schweiz,10
2011/2012,Kindergartenstufe,Homburg-Hörstetten PSG,weiblich,Schweiz,15
2011/2012,Kindergartenstufe,Horn VSG,männlich,Ausland,4
2011/2012,Kindergartenstufe,Horn VSG,männlich,Schweiz,28
2011/2012,Kindergartenstufe,Horn VSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Horn VSG,weiblich,Schweiz,27
2011/2012,Kindergartenstufe,Hüttlingen PSG,männlich,Schweiz,11
2011/2012,Kindergartenstufe,Hüttlingen PSG,weiblich,Schweiz,6
2011/2012,Kindergartenstufe,Hüttwilen PSG,männlich,Ausland,2
2011/2012,Kindergartenstufe,Hüttwilen PSG,männlich,Schweiz,12
2011/2012,Kindergartenstufe,Hüttwilen PSG,weiblich,Schweiz,9
2011/2012,Kindergartenstufe,Kemmental VSG,männlich,Ausland,3
2011/2012,Kindergartenstufe,Kemmental VSG,männlich,Schweiz,20
2011/2012,Kindergartenstufe,Kemmental VSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Kemmental VSG,weiblich,Schweiz,19
2011/2012,Kindergartenstufe,Kesswil PSG,männlich,Ausland,3
2011/2012,Kindergartenstufe,Kesswil PSG,männlich,Schweiz,5
2011/2012,Kindergartenstufe,Kesswil PSG,weiblich,Ausland,4
2011/2012,Kindergartenstufe,Kesswil PSG,weiblich,Schweiz,10
2011/2012,Kindergartenstufe,Kreuzlingen PSG,männlich,Ausland,72
2011/2012,Kindergartenstufe,Kreuzlingen PSG,männlich,Schweiz,67
2011/2012,Kindergartenstufe,Kreuzlingen PSG,weiblich,Ausland,94
2011/2012,Kindergartenstufe,Kreuzlingen PSG,weiblich,Schweiz,68
2011/2012,Kindergartenstufe,Langrickenbach PSG,männlich,Schweiz,19
2011/2012,Kindergartenstufe,Langrickenbach PSG,weiblich,Ausland,1
2011/2012,Kindergartenstufe,Langrickenbach PSG,weiblich,Schweiz,5
2011/2012,Kindergartenstufe,Lauchetal PSG,männlich,Schweiz,13
2011/2012,Kindergartenstufe,Lauchetal PSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Lauchetal PSG,weiblich,Schweiz,12
2011/2012,Kindergartenstufe,Lommis PSG,männlich,Schweiz,6
2011/2012,Kindergartenstufe,Lommis PSG,weiblich,Ausland,1
2011/2012,Kindergartenstufe,Lommis PSG,weiblich,Schweiz,11
2011/2012,Kindergartenstufe,Mammern PG,männlich,Ausland,2
2011/2012,Kindergartenstufe,Mammern PG,männlich,Schweiz,7
2011/2012,Kindergartenstufe,Mammern PG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Mammern PG,weiblich,Schweiz,6
2011/2012,Kindergartenstufe,Märstetten PSG,männlich,Ausland,2
2011/2012,Kindergartenstufe,Märstetten PSG,männlich,Schweiz,24
2011/2012,Kindergartenstufe,Märstetten PSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Märstetten PSG,weiblich,Schweiz,17
2011/2012,Kindergartenstufe,Matzingen PSG,männlich,Ausland,7
2011/2012,Kindergartenstufe,Matzingen PSG,männlich,Schweiz,21
2011/2012,Kindergartenstufe,Matzingen PSG,weiblich,Ausland,13
2011/2012,Kindergartenstufe,Matzingen PSG,weiblich,Schweiz,21
2011/2012,Kindergartenstufe,Müllheim PSG,männlich,Ausland,3
2011/2012,Kindergartenstufe,Müllheim PSG,männlich,Schweiz,22
2011/2012,Kindergartenstufe,Müllheim PSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Müllheim PSG,weiblich,Schweiz,26
2011/2012,Kindergartenstufe,Münchwilen VSG,männlich,Ausland,15
2011/2012,Kindergartenstufe,Münchwilen VSG,männlich,Schweiz,49
2011/2012,Kindergartenstufe,Münchwilen VSG,weiblich,Ausland,10
2011/2012,Kindergartenstufe,Münchwilen VSG,weiblich,Schweiz,47
2011/2012,Kindergartenstufe,Münsterlingen PSG,männlich,Ausland,14
2011/2012,Kindergartenstufe,Münsterlingen PSG,männlich,Schweiz,13
2011/2012,Kindergartenstufe,Münsterlingen PSG,weiblich,Ausland,9
2011/2012,Kindergartenstufe,Münsterlingen PSG,weiblich,Schweiz,16
2011/2012,Kindergartenstufe,Neunforn PSG,männlich,Schweiz,4
2011/2012,Kindergartenstufe,Neunforn PSG,weiblich,Ausland,1
2011/2012,Kindergartenstufe,Neunforn PSG,weiblich,Schweiz,12
2011/2012,Kindergartenstufe,Nollen VSG,männlich,Ausland,2
2011/2012,Kindergartenstufe,Nollen VSG,männlich,Schweiz,34
2011/2012,Kindergartenstufe,Nollen VSG,weiblich,Schweiz,37
2011/2012,Kindergartenstufe,Nussbaumen PSG,männlich,Schweiz,4
2011/2012,Kindergartenstufe,Nussbaumen PSG,weiblich,Ausland,1
2011/2012,Kindergartenstufe,Nussbaumen PSG,weiblich,Schweiz,9
2011/2012,Kindergartenstufe,Oberhofen-Lengwil PSG,männlich,Ausland,1
2011/2012,Kindergartenstufe,Oberhofen-Lengwil PSG,männlich,Schweiz,9
2011/2012,Kindergartenstufe,Oberhofen-Lengwil PSG,weiblich,Schweiz,7
2011/2012,Kindergartenstufe,Ottoberg PSG,männlich,Schweiz,8
2011/2012,Kindergartenstufe,Ottoberg PSG,weiblich,Schweiz,10
2011/2012,Kindergartenstufe,Pfyn PSG,männlich,Ausland,1
2011/2012,Kindergartenstufe,Pfyn PSG,männlich,Schweiz,13
2011/2012,Kindergartenstufe,Pfyn PSG,weiblich,Ausland,4
2011/2012,Kindergartenstufe,Pfyn PSG,weiblich,Schweiz,17
2011/2012,Kindergartenstufe,Regio Märwil PSG,männlich,Ausland,3
2011/2012,Kindergartenstufe,Regio Märwil PSG,männlich,Schweiz,21
2011/2012,Kindergartenstufe,Regio Märwil PSG,weiblich,Schweiz,21
2011/2012,Kindergartenstufe,Rickenbach PSG,männlich,Ausland,7
2011/2012,Kindergartenstufe,Rickenbach PSG,männlich,Schweiz,17
2011/2012,Kindergartenstufe,Rickenbach PSG,weiblich,Ausland,5
2011/2012,Kindergartenstufe,Rickenbach PSG,weiblich,Schweiz,20
2011/2012,Kindergartenstufe,Roggwil PSG,männlich,Schweiz,16
2011/2012,Kindergartenstufe,Roggwil PSG,weiblich,Schweiz,18
2011/2012,Kindergartenstufe,Romanshorn PSG,männlich,Ausland,38
2011/2012,Kindergartenstufe,Romanshorn PSG,männlich,Schweiz,54
2011/2012,Kindergartenstufe,Romanshorn PSG,weiblich,Ausland,36
2011/2012,Kindergartenstufe,Romanshorn PSG,weiblich,Schweiz,41
2011/2012,Kindergartenstufe,Salenstein PG,männlich,Ausland,3
2011/2012,Kindergartenstufe,Salenstein PG,männlich,Schweiz,11
2011/2012,Kindergartenstufe,Salenstein PG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Salenstein PG,weiblich,Schweiz,7
2011/2012,Kindergartenstufe,Salmsach PG,männlich,Ausland,2
2011/2012,Kindergartenstufe,Salmsach PG,männlich,Schweiz,7
2011/2012,Kindergartenstufe,Salmsach PG,weiblich,Ausland,6
2011/2012,Kindergartenstufe,Salmsach PG,weiblich,Schweiz,10
2011/2012,Kindergartenstufe,Schönenberg-Kradolf PSG,männlich,Ausland,6
2011/2012,Kindergartenstufe,Schönenberg-Kradolf PSG,männlich,Schweiz,13
2011/2012,Kindergartenstufe,Schönenberg-Kradolf PSG,weiblich,Ausland,9
2011/2012,Kindergartenstufe,Schönenberg-Kradolf PSG,weiblich,Schweiz,12
2011/2012,Kindergartenstufe,Sirnach VSG,männlich,Ausland,21
2011/2012,Kindergartenstufe,Sirnach VSG,männlich,Schweiz,56
2011/2012,Kindergartenstufe,Sirnach VSG,weiblich,Ausland,22
2011/2012,Kindergartenstufe,Sirnach VSG,weiblich,Schweiz,56
2011/2012,Kindergartenstufe,Stachen PSG,männlich,Ausland,1
2011/2012,Kindergartenstufe,Stachen PSG,männlich,Schweiz,4
2011/2012,Kindergartenstufe,Stachen PSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Stachen PSG,weiblich,Schweiz,11
2011/2012,Kindergartenstufe,Steckborn PSG,männlich,Ausland,7
2011/2012,Kindergartenstufe,Steckborn PSG,männlich,Schweiz,21
2011/2012,Kindergartenstufe,Steckborn PSG,weiblich,Ausland,7
2011/2012,Kindergartenstufe,Steckborn PSG,weiblich,Schweiz,26
2011/2012,Kindergartenstufe,Stettfurt PSG,männlich,Ausland,2
2011/2012,Kindergartenstufe,Stettfurt PSG,männlich,Schweiz,8
2011/2012,Kindergartenstufe,Stettfurt PSG,weiblich,Ausland,1
2011/2012,Kindergartenstufe,Stettfurt PSG,weiblich,Schweiz,21
2011/2012,Kindergartenstufe,Sulgen PSG,männlich,Ausland,14
2011/2012,Kindergartenstufe,Sulgen PSG,männlich,Schweiz,22
2011/2012,Kindergartenstufe,Sulgen PSG,weiblich,Ausland,9
2011/2012,Kindergartenstufe,Sulgen PSG,weiblich,Schweiz,17
2011/2012,Kindergartenstufe,Tägerwilen VSG,männlich,Ausland,17
2011/2012,Kindergartenstufe,Tägerwilen VSG,männlich,Schweiz,20
2011/2012,Kindergartenstufe,Tägerwilen VSG,weiblich,Ausland,17
2011/2012,Kindergartenstufe,Tägerwilen VSG,weiblich,Schweiz,32
2011/2012,Kindergartenstufe,Thundorf PSG,männlich,Ausland,1
2011/2012,Kindergartenstufe,Thundorf PSG,männlich,Schweiz,13
2011/2012,Kindergartenstufe,Thundorf PSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Thundorf PSG,weiblich,Schweiz,12
2011/2012,Kindergartenstufe,Tobel-Tägerschen PG,männlich,Ausland,4
2011/2012,Kindergartenstufe,Tobel-Tägerschen PG,männlich,Schweiz,16
2011/2012,Kindergartenstufe,Tobel-Tägerschen PG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Tobel-Tägerschen PG,weiblich,Schweiz,12
2011/2012,Kindergartenstufe,Uesslingen-Buch PSG,männlich,Schweiz,10
2011/2012,Kindergartenstufe,Uesslingen-Buch PSG,weiblich,Schweiz,15
2011/2012,Kindergartenstufe,Uttwil PSG,männlich,Ausland,3
2011/2012,Kindergartenstufe,Uttwil PSG,männlich,Schweiz,16
2011/2012,Kindergartenstufe,Uttwil PSG,weiblich,Ausland,3
2011/2012,Kindergartenstufe,Uttwil PSG,weiblich,Schweiz,15
2011/2012,Kindergartenstufe,Wagenhausen-Kaltenbach PSG,männlich,Ausland,5
2011/2012,Kindergartenstufe,Wagenhausen-Kaltenbach PSG,männlich,Schweiz,12
2011/2012,Kindergartenstufe,Wagenhausen-Kaltenbach PSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Wagenhausen-Kaltenbach PSG,weiblich,Schweiz,20
2011/2012,Kindergartenstufe,Wängi VSG,männlich,Ausland,7
2011/2012,Kindergartenstufe,Wängi VSG,männlich,Schweiz,26
2011/2012,Kindergartenstufe,Wängi VSG,weiblich,Ausland,4
2011/2012,Kindergartenstufe,Wängi VSG,weiblich,Schweiz,35
2011/2012,Kindergartenstufe,Warth-Weiningen PSG,männlich,Ausland,1
2011/2012,Kindergartenstufe,Warth-Weiningen PSG,männlich,Schweiz,10
2011/2012,Kindergartenstufe,Warth-Weiningen PSG,weiblich,Ausland,1
2011/2012,Kindergartenstufe,Warth-Weiningen PSG,weiblich,Schweiz,7
2011/2012,Kindergartenstufe,Weinfelden PSG,männlich,Ausland,19
2011/2012,Kindergartenstufe,Weinfelden PSG,männlich,Schweiz,75
2011/2012,Kindergartenstufe,Weinfelden PSG,weiblich,Ausland,24
2011/2012,Kindergartenstufe,Weinfelden PSG,weiblich,Schweiz,71
2011/2012,Kindergartenstufe,Wigoltingen VSG,männlich,Ausland,2
2011/2012,Kindergartenstufe,Wigoltingen VSG,männlich,Schweiz,26
2011/2012,Kindergartenstufe,Wigoltingen VSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Wigoltingen VSG,weiblich,Schweiz,34
2011/2012,Kindergartenstufe,Wilen bei Wil PSG,männlich,Ausland,1
2011/2012,Kindergartenstufe,Wilen bei Wil PSG,männlich,Schweiz,25
2011/2012,Kindergartenstufe,Wilen bei Wil PSG,weiblich,Ausland,2
2011/2012,Kindergartenstufe,Wilen bei Wil PSG,weiblich,Schweiz,32
2011/2012,Primar Mittelstufe,Aadorf VSG,männlich,Ausland,17
2011/2012,Primar Mittelstufe,Aadorf VSG,männlich,Schweiz,130
2011/2012,Primar Mittelstufe,Aadorf VSG,weiblich,Ausland,29
2011/2012,Primar Mittelstufe,Aadorf VSG,weiblich,Schweiz,88
2011/2012,Primar Mittelstufe,Altnau PSG,männlich,Ausland,5
2011/2012,Primar Mittelstufe,Altnau PSG,männlich,Schweiz,32
2011/2012,Primar Mittelstufe,Altnau PSG,weiblich,Ausland,2
2011/2012,Primar Mittelstufe,Altnau PSG,weiblich,Schweiz,25
2011/2012,Primar Mittelstufe,Amlikon Holzhäusern PSG,männlich,Ausland,2
2011/2012,Primar Mittelstufe,Amlikon Holzhäusern PSG,männlich,Schweiz,18
2011/2012,Primar Mittelstufe,Amlikon Holzhäusern PSG,weiblich,Ausland,1
2011/2012,Primar Mittelstufe,Amlikon Holzhäusern PSG,weiblich,Schweiz,22
2011/2012,Primar Mittelstufe,Amriswil VSG,männlich,Ausland,71
2011/2012,Primar Mittelstufe,Amriswil VSG,männlich,Schweiz,167
2011/2012,Primar Mittelstufe,Amriswil VSG,weiblich,Ausland,63
2011/2012,Primar Mittelstufe,Amriswil VSG,weiblich,Schweiz,184
2011/2012,Primar Mittelstufe,Arbon PSG,männlich,Ausland,66
2011/2012,Primar Mittelstufe,Arbon PSG,männlich,Schweiz,121
2011/2012,Primar Mittelstufe,Arbon PSG,weiblich,Ausland,69
2011/2012,Primar Mittelstufe,Arbon PSG,weiblich,Schweiz,101
2011/2012,Primar Mittelstufe,Berg-Birwinken VSG,männlich,Ausland,6
2011/2012,Primar Mittelstufe,Berg-Birwinken VSG,männlich,Schweiz,72
2011/2012,Primar Mittelstufe,Berg-Birwinken VSG,weiblich,Ausland,9
2011/2012,Primar Mittelstufe,Berg-Birwinken VSG,weiblich,Schweiz,66
2011/2012,Primar Mittelstufe,Berlingen PG,männlich,Ausland,1
2011/2012,Primar Mittelstufe,Berlingen PG,männlich,Schweiz,11
2011/2012,Primar Mittelstufe,Berlingen PG,weiblich,Ausland,3
2011/2012,Primar Mittelstufe,Berlingen PG,weiblich,Schweiz,8
2011/2012,Primar Mittelstufe,Bettwiesen PSG,männlich,Ausland,6
2011/2012,Primar Mittelstufe,Bettwiesen PSG,männlich,Schweiz,15
2011/2012,Primar Mittelstufe,Bettwiesen PSG,weiblich,Ausland,5
2011/2012,Primar Mittelstufe,Bettwiesen PSG,weiblich,Schweiz,10
2011/2012,Primar Mittelstufe,Bichelsee-Balterswil VSG,männlich,Ausland,1
2011/2012,Primar Mittelstufe,Bichelsee-Balterswil VSG,männlich,Schweiz,40
2011/2012,Primar Mittelstufe,Bichelsee-Balterswil VSG,weiblich,Ausland,7
2011/2012,Primar Mittelstufe,Bichelsee-Balterswil VSG,weiblich,Schweiz,54
2011/2012,Primar Mittelstufe,Bischofszell VSG,männlich,Ausland,24
2011/2012,Primar Mittelstufe,Bischofszell VSG,männlich,Schweiz,168
2011/2012,Primar Mittelstufe,Bischofszell VSG,weiblich,Ausland,29
2011/2012,Primar Mittelstufe,Bischofszell VSG,weiblich,Schweiz,130
2011/2012,Primar Mittelstufe,Bottighofen PSG,männlich,Ausland,6
2011/2012,Primar Mittelstufe,Bottighofen PSG,männlich,Schweiz,15
2011/2012,Primar Mittelstufe,Bottighofen PSG,weiblich,Ausland,9
2011/2012,Primar Mittelstufe,Bottighofen PSG,weiblich,Schweiz,19
2011/2012,Primar Mittelstufe,Braunau PSG,männlich,Schweiz,12
2011/2012,Primar Mittelstufe,Braunau PSG,weiblich,Ausland,1
2011/2012,Primar Mittelstufe,Braunau PSG,weiblich,Schweiz,19
2011/2012,Primar Mittelstufe,Bürglen VSG,männlich,Ausland,18
2011/2012,Primar Mittelstufe,Bürglen VSG,männlich,Schweiz,31
2011/2012,Primar Mittelstufe,Bürglen VSG,weiblich,Ausland,15
2011/2012,Primar Mittelstufe,Bürglen VSG,weiblich,Schweiz,32
2011/2012,Primar Mittelstufe,Bussnang-Rothenhausen PSG,männlich,Ausland,3
2011/2012,Primar Mittelstufe,Bussnang-Rothenhausen PSG,männlich,Schweiz,13
2011/2012,Primar Mittelstufe,Bussnang-Rothenhausen PSG,weiblich,Ausland,3
2011/2012,Primar Mittelstufe,Bussnang-Rothenhausen PSG,weiblich,Schweiz,21
2011/2012,Primar Mittelstufe,Diessenhofen VSG,männlich,Ausland,24
2011/2012,Primar Mittelstufe,Diessenhofen VSG,männlich,Schweiz,83
